Inspection_ID,DBA_Name,AKA_Name,License_#,Facility_Type,Risk,Address,City,State,Zip,Inspection_Date,Inspection_Type,Results
2288933,"LA MICHOACANA DON CHUY, LLC",LA MICHOACANA DON CHUY,2665080.0,Restaurant,Risk 2 (Medium),7057 N CLARK ST ,xCHICAGO,IL,60626.0,05/16/2019,License,Not Ready
2288878,TACO & BURRITO HOUSE,TACO & BURRITO HOUSE,1332365.0,Restaurant,Risk 1 (High),2430 N CENTRAL AVE ,CHICAGO,ILxa,60639.0,05/15/2019,Canvass,Fail
2288682,SUBWAYx,SUBWAY,1473101.0,Restaurant,Risk 1 (High),447 N STATE ST ,CHICAGO,IL,60654.0,05/13/2019,Canvass,Pass
2288555,REHYDRATE WATER BAR + CAFE,CHICAGO SWEATLODGE/REHYDRATE WATER BAR + CAFE,1817167.0,Restaurant,Risk 1 (High),3500-3504 N CICERO AVE ,CHICAGO,IL,60641.0,05/09/2019,Canvass,Fail
2288493,FIREWATER SALOONx,FIREWATER SALOON,2293477.0,Restaurant*,Risk 1 (High),6689-6695 N OLIPHANT AVE ,CHICAGO,IL,60631.0,05/09/2019,Canvass Re-Inspection,Fail
2288460,LAS ISLAS MARIASx,LAS ISLAS MARIAS,1095992.0,Restaurant,Risk 1 (High),4770 W GRAND AVE ,xCHICAGO,IL,60639.0,05/08/2019,Canvass Re-Inspection,Fail
2288384,MARISCOS BUCERIS NAYARIT,MARISCOS BUCERIS NAYARIT,2350104.0,Restaurant,Risk 1 (High),x1738 W 47TH ST ,xCHICAGO,IL,60609.0,05/07/2019,Canvass,Out of Business
2286131,WHEREWITHALL,WHEREWITHALL,2621661.0,Restaurant,Risk 1 (High),x3472 N ELSTON AVE ,CHICAGO,IL,60618.0,05/02/2019,License,Pass
2285877,"EAST OF THE RYAN,INC",EAST OF THE RYAN,12280.0,Restaurant,Risk 1 (High),914 E 79TH ST ,CHICAGO,IL,60619.0,04/26/2019,Canvass,Fail
2285837,CHICAGO PRESCHOOL ACADEMY,CHICAGO PRESCHOOL ACADEMY,2215875.0,Children's Services Facility*,Risk 1 (High),532-534 E 87TH ST ,CHICAGO,IL,60619.0,04/26/2019,Canvass,Out of Business
2285521,LIFE LLC,LIFE,2500946.0,Restaurant,Risk 1 (High),3858 W MADISON ST ,CHICAGO,IL,60624.0,04/22/2019,Canvass Re-Inspection,Pass
2285506,THOMAS HOYNE ELEMENTARY,THOMAS HOYNE,2046706.0,School,Risk 1 (High),x8905 S CRANDON AVE ,CHICAGO,IL,60617.0,04/22/2019,Canvass,Pass
2285379,GO GROCER,GO GROCER,2647271.0,,Risk 3 (Low),5441 N EAST RIVER ,CHICAGO,IL,60656.0,04/18/2019,License,Pass w/ Conditions
2285327,EARTH'S KITCHEN,EARTH'S KITCHEN,2463567.0,Restaurant,Risk 1 (High),3715-3717 N HALSTED ST ,CHICAGO,IL,60613.0,04/17/2019,Canvass Re-Inspection,Pass w/ Conditions
2283190,THE HAPPY LOBSTER,THE HAPPY LOBSTER,2657982.0,Mobile Food Preparer,Risk 2 (Medium),2300 S THROOP ST ,CHICAGO,IL,60608.0,04/16/2019,License,Passee
2283137,FOOD 4 LESS MIDWEST #789,FOOD 4 LESS MIDWEST #789,1272529.0,Grocery Store,Risk 1 (High),4620 S DAMEN AVE ,CHICAGO,IL,60609.0,04/15/2019,Canvass Re-Inspection,Pass
2282789,HYGGEx,HYGGE,2647075.0,Restaurant,Risk 1 (High),6966 W NORTH AVE ,CHICAGO,IL,60707.0,04/08/2019,License Re-Inspection,Pass w/ Conditions
2282778,FOREST VIEW BAKERY,FOREST VIEW BAKERY,28233.0,Bakery,Risk 1 (High),6454 N MILWAUKEE AVE ,CHICAGO,IL,60631.0,04/08/2019,Canvass,Fail
2282763,SAJJAD INC,MANGI'S,20717.0,Restaurant,Risk 1 (High),3801 N LINCOLN AVE ,CHICAGO,IL,60613.0,04/08/2019,Canvass,Fail
2262213,"CARNICERIA LA HACIENDA NO. 3, INC.",CARNICERIA LA HACIENDA,2404453.0,Grocery Store,Risk 1 (High),2744 W 55TH ST ,CHICAGO,IL,60632.0,04/08/2019,Canvass,Fail
2282725,SOFITEL CHICAGO WATER TOWER,SOFITEL CHICAGO WATER TOWER,1915121.0,Restaurant,Risk 1 (High),20 E CHESTNUT ST ,CHICAGO,IL,60611.0,04/05/2019,Canvass,Out of Businessee
2282541,BRIDGEPORT FAMILY RESTAURANT,BRIDGEPORT FAMILY RESTAURANT,2026715.0,Restaurant,Risk 1 (High),3500 S HALSTED ST ,CHICAGO,IL,60609.0,04/03/2019,Complaint,Failee
2282461,GT PRIME,GT PRIME,2431672.0,Restaurant,Risk 1 (High),705-707 N WELLS ST ,xCHICAGO,IL,60654.0,04/03/2019,Complaint,Pass
2282478,"PALETERIA ESTRELLA MICHOACANA, INC.",PALETERIA ESTRELLA MICHOACANA,2528589.0,Restaurant,Risk 1 (High),2716 W CERMAK RD ,CHICAGO,IL,60608.0,04/02/2019,Canvass,No Entry
2282476,LA FLOR DE MEXICO RESTARANT,LA FLOR DE MEXICO RESTARANT,2129986.0,Restaurant*,Risk 1 (High),2156 W 23RD ST ,CHICAGO,IL,60608.0,04/02/2019,Canvass,No Entry
2282365,WOLCOTT TAPx,WOLCOTT TAP,2505997.0,Restaurant,Risk 1 (High),1834 W MONTROSE AVE ,CHICAGO,IL,60613.0,03/29/2019,Canvass,Pass w/ Conditions
2280027,GOPUFF,GOPUFF,2647294.0,Grocery Store,Risk 3 (Low),1347 S ASHLAND AVE ,CHICAGO,IL,60608.0,03/26/2019,License,Fail
2280111,VENUE SIX10 SERVICES,VENUE SIX10,2646833.0,Restaurant,Risk 1 (High),610-616 S MICHIGAN AVE ,CHICAGO,IL,60605.0,03/26/2019,License,Pass
2279997,DEBORAH'S PLACE,MARAH'S BY DEBORAH'S PLACE,1193760.0,Restaurant,Risk 1 (High),1456 W OAKDALE AVE ,CHICAGO,ILxa,60657.0,03/25/2019,Canvass,No Entry
2279861,TURKITCH,TURKITCH,2641857.0,Restaurant,Risk 1 (High),565 W DIVERSEY PKWY ,CHICAGO,IL,60614.0,03/22/2019,Short Form Complaint,Pass
2279857,THE JOINERY STUDIOS,THE JOINERY,2636637.0,EVENT VENU,Risk 3 (Low),2533-37 W HOMER ST ,CHICAGO,IL,60647.0,03/22/2019,License Re-Inspection,Pass
2279809,PADDY MAC'S,PADDY MAC'S,7098.0,Restaurant,Risk 1 (High),4157 N PULASKI RD ,xCHICAGO,ILxa,60641.0,03/21/2019,Complaint,Fail
2279401,BURNT CITY/DISTRICT BREW YARDS,DISTRICT BREW YARDS,2627302.0,Restaurant,Risk 1 (High),417-427 N ASHLAND AVE ,CHICAGO,ILxa,60622.0,03/14/2019,License,Fail
2279572,"ITALIAN VILLAGE RESTAURANT, INC.",ITALIAN VILLAGE / VIVERE,1237.0,Restaurant,Risk 1 (High),71 W MONROE ST ,CHICAGO,IL,60603.0,03/18/2019,Complaint,Pass w/ Conditionsee
2279552,SAINT GALL SCHOOL,SAINT GALL SCHOOL,1981588.0,School,Risk 1 (High),5515 S SAWYER AVE ,CHICAGO,IL,60629.0,03/18/2019,Canvass,Passee
2279464,Robeson (H/S),Robeson (H/S),46121.0,School,Risk 1 (High),6835 S Normal (500W) ,CHICAGO,ILxa,60621.0,03/15/2019,Canvass,No Entry
2268786,ARAMARK AT SWEETHEART CUP,DART/ARAMARK EMPLOYEE CAFETERIA,1141370.0,Restaurant*,Risk 1 (High),x7575 S KOSTNER AVE ,CHICAGO,IL,60652.0,03/01/2019,Canvass,Passee
2268678,ACERO DE LA CRUZ,ACERO DE LA CRUZ,3708791.0,School,Risk 1 (High),7416 N RIDGE BLVD ,CHICAGO,IL,60645.0,02/28/2019,Canvass,Pass
2268564,PIZZERIA AROMA,PIZZERIA AROMA,2608590.0,Restaurant*,Risk 1 (High),x5350 N BROADWAY ,CHICAGO,IL,60640.0,02/26/2019,License,Fail
2268445,TED'S FRESH MARKET LLC,TED'S FRESH MARKET,2195950.0,Grocery Store,Risk 1 (High),2840 W DEVON AVE ,CHICAGO,IL,60659.0,02/25/2019,Canvass,Fail
2268372,The New Sullivan Elementary School,NEW SULLIVAN ELEMENTARY SCHOOL,2046637.0,School*,Risk 1 (High),8331 S Mackinaw AVE ,CHICAGO,IL,60617.0,02/22/2019,Canvass,Pass
2261884,WEE CARE NURSERY SCHOOLx,WEE CARE NURSERY SCHOOL,2220951.0,Daycare (2 - 6 Years),Risk 1 (High),1845 E 79TH ST ,xCHICAGO,ILxa,60649.0,02/13/2019,License Re-Inspection,Pass
2261752,Chicago Academy Elementary School,Chicago Academy Elementary School,45211.0,School,Risk 1 (High),x3400 N Austin ,CHICAGO,ILxa,60634.0,02/08/2019,Canvass,Pass
2261711,LE PAIN QUOTIDIEN,LE PAIN QUOTIDIEN,2350156.0,Restaurant,Risk 1 (High),20 N MICHIGAN AVE ,xCHICAGO,IL,60602.0,02/07/2019,Complaint,Fail
2261503,MARTINI CLUB AT MANOR BOWLING & BILLIARD,MARTINI CLUB,1270793.0,Restaurant,Risk 1 (High),3124 N CENTRAL AVE ,CHICAGO,IL,60634.0,02/05/2019,Canvass,No Entry
2261430,EL FARO CARIBBEAN SEAFOOD,EL FARO CARIBBEAN SEAFOOD,2550520.0,Restaurant,Risk 1 (High),x2701 W DIVISION ST ,CHICAGO,IL,60622.0,02/01/2019,Canvass,No Entry
2261370,BARTON G - THE RESTAURANT,BARTON G - THE RESTAURANT,2621203.0,Restaurant,Risk 1 (High),415 N DEARBORN ST ,xCHICAGO,IL,60654.0,02/01/2019,License,Fail
2253176,MATSUYA JAPANESE RESTAURANT,SHIROI HANA,2146500.0,Restaurant,Risk 1 (High),3242 N CLARK ST ,CHICAGO,IL,60657.0,01/23/2019,Complaint,No Entryee
2252955,CAMBDEN FOODS CO.,CAMBDEN FOODS CO.,2584043.0,Restaurant,Risk 1 (High),5700 S CICERO AVE ,CHICAGO,IL,60638.0,01/23/2019,Complaint,Passee
2252696,CAFFE STREETS INC.,CAFFE STREETS INC.,2032777.0,Restaurant,Risk 2 (Medium),1750 W DIVISION ST ,CHICAGO,IL,60622.0,01/17/2019,Canvass,Out of Business
2252617,KC'S ACADEMY OF EARLY CHILDHOOD,KC'S ACADEMY OF EARLY CHILDHOOD,2216868.0,Daycare Combo 1586,Risk 1 (High),3110 N SHEFFIELD AVE ,CHICAGO,IL,60657.0,01/15/2019,Canvass,Out of Business
2252567,CHICAGO HILTON & TOWERS,Kitty O'sheas,2621360.0,Restaurant,Risk 1 (High),x720 S MICHIGAN AVE ,CHICAGO,IL,60605.0,01/15/2019,License,Not Ready
2252481,FOOD MARKET AND FLOWER SHOP,FOOD MARKET AND FLOWER SHOP,2641905.0,Grocery Store,Risk 3 (Low),5354 W DIVERSEY AVE ,CHICAGO,IL,60639.0,01/14/2019,License,Pass
2252369,SAI CAFE,SAI CAFE,18872.0,Restaurant,Risk 1 (High),2010 N SHEFFIELD AVE ,CHICAGO,IL,60614.0,01/11/2019,Canvass,No Entry
2252370,DEE'S RESTAURANT INCx,DEE'S RESTAURANT,8397.0,Restaurant,Risk 1 (High),1114-1118 W ARMITAGE AVE ,xCHICAGO,IL,60614.0,01/11/2019,Canvass,No Entryee
2252243,CAFFE BACI INC,CAFFE BACI INC,27617.0,Restaurant,Risk 1 (High),231 S LA SALLE ST ,CHICAGO,IL,60604.0,01/09/2019,Canvass,Out of Business
2252232,CITY COFFEE,CITY COFFEE,2609485.0,COFFEE SHOP,Risk 2 (Medium),x5139 N DAMEN AVE ,xCHICAGO,IL,60625.0,01/09/2019,License,Not Ready
2244157,URBAN INTERESTS,BORELLI'S,2121437.0,Restaurant,Risk 1 (High),2124 W LAWRENCE AVE ,CHICAGO,IL,60625.0,01/08/2019,Canvass,No Entry
2244156,"BEREKE, INC..",BEREKE RESTAURANT,2241067.0,Restaurant,Risk 1 (High),x2114 W LAWRENCE AVE ,CHICAGO,IL,60625.0,01/08/2019,Canvass,No Entry
2243976,BAR LORRAINE'S,BAR LORRAININE'S,2641417.0,TAVERN,Risk 3 (Low),8858 S ASHLAND AVE ,CHICAGO,IL,60620.0,01/03/2019,License,Not Ready
2243924,M & M STOP & SHOP,M & M STOP & SHOP,2641563.0,Grocery Store,Risk 2 (Medium),206 S CICERO AVE ,xCHICAGO,IL,60644.0,12/28/2018,License,Not Ready
2243805,TACO BELL,TACO BELL,2630701.0,Restaurant,Risk 1 (High),2407-2409 N CLARK ST ,xCHICAGO,IL,60614.0,12/24/2018,License Re-Inspection,Pass
2243786,THE GERAGHTY,THE GERAGHTY,2363811.0,Banquet,Risk 1 (High),2520 S HOYNE AVE ,CHICAGO,IL,60608.0,12/21/2018,Canvass,Pass
2243736,GARFIELD'S BEVERAGE,GARFIELD'S BEVERAGE,2626487.0,Liquor,Risk 3 (Low),1336 N MILWAUKEE AVE ,CHICAGO,IL,60622.0,12/20/2018,License,Pass
2243733,FLAJAE CAFE,FLAJAE'S,2432475.0,Restaurant,Risk 1 (High),644 N CICERO AVE ,CHICAGO,IL,60644.0,12/20/2018,Canvass,No Entry
2243676,PALMITO,PALMITO,1681215.0,,Risk 3 (Low),x3605 N ASHLAND AVE ,CHICAGO,IL,60613.0,12/18/2018,Canvass,Out of Business
2243537,BZY GRILL INC,BZY GRILL INC,2595356.0,Restaurant,Risk 1 (High),130 E 79TH ST ,CHICAGO,IL,60619.0,12/14/2018,License,Not Ready
2243423,PI18EN,PI18EN,2626894.0,Restaurant,Risk 1 (High),1519 W 18TH ST ,xCHICAGO,IL,60608.0,12/11/2018,License,Pass w/ Conditions
2243301,TBD,TBD,2615579.0,Restaurant,Risk 1 (High),2207 W MONTROSE AVE ,CHICAGO,ILxa,60618.0,12/10/2018,License Re-Inspection,Pass w/ Conditions
2241121,MAYPOLE ONE STOP SHOP INC.,MAYPOLE ONE STOP SHOP INC.,2631096.0,Grocery Store*,Risk 3 (Low),236 N PULASKI RD ,CHICAGO,ILxa,60624.0,12/05/2018,License Re-Inspection,No Entry
2241045,MIZRAHI ON CLARK,MIZRAHI ON CLARK,2511804.0,Restaurant,Risk 1 (High),3037 N CLARK ST ,xCHICAGO,IL,60657.0,12/05/2018,Canvass,Out of Business
2240958,CHARTWELLS THOMPSON INC / GARY COMER COLLEGE PREP,GARY COMER YOUTH CENTER,2202627.0,Restaurant,Risk 1 (High),x7200 S INGLESIDE AVE ,CHICAGO,IL,60619.0,12/04/2018,Canvass,Pass
2232251,DARRIN FRESH FOOD AND LIQUOR,DARRIN FRESH FOOD AND LIQUOR,2627120.0,Liquor,Risk 3 (Low),8058 S RACINE AVE ,xCHICAGO,IL,60620.0,10/25/2018,License,Not Ready
2240699,THE VEGGIE GRILL,THE VEGGIE GRILL,2636157.0,Restaurant,Risk 1 (High),629 N WELLS ST ,CHICAGO,IL,60654.0,11/27/2018,License,Not Ready
2240659,CHINA KITCHEN,CHINA KITCHEN,2084349.0,Restaurant,Risk 1 (High),x5332 N CUMBERLAND AVE ,CHICAGO,ILxa,60656.0,11/27/2018,Canvass,Out of Business
2241034,SAFARI LOUNGE AND ETHIOPIAN CUISINEx,SAFARI LOUNGE AND ETHIOPIAN CUISINE,2418304.0,Restaurant,Risk 1 (High),7124 N CLARK ST ,CHICAGO,IL,60626.0,11/21/2018,Canvass,No Entry
2240450,7-ELEVEN 37760Ax,7-ELEVEN,2600886.0,Grocery Store,Risk 2 (Medium),3519 N CLARK ST ,CHICAGO,IL,60657.0,11/20/2018,License,Fail
2240405,SUSUPUATO RESTAURANT & TAQUERIA,SUSUPUATO RESTAURANT & TAQUERIA,2511023.0,Restaurant,Risk 1 (High),6161 N BROADWAY ,CHICAGO,IL,60660.0,11/19/2018,Canvass,No Entry
2240388,FOOD EMPIRE,FOOD EMPIRE,2501146.0,Grocery Store,Risk 3 (Low),3952 W MONROE ST ,CHICAGO,IL,60624.0,11/19/2018,Canvass,Out of Business
2240299,BALENA,BALENA,1578644.0,Restaurant,Risk 1 (High),1633 N HALSTED ST ,CHICAGO,IL,60614.0,11/16/2018,Canvass,Out of Business
2240287,GODDESS AND THE BAKER,GODDESS AND THE BAKER,2380099.0,Restaurant,Risk 1 (High),33 S WABASH AVE ,CHICAGO,IL,60603.0,11/16/2018,Complaint Re-Inspection,Pass
2151194,HAT TRICK CATERING,HAT TRICK CATERING,0.0,Catering,Risk 1 (High),x1409 S ROCKWELL ST ,CHICAGO,IL,60608.0,03/29/2018,Complaint,No Entry
2233108,THE EXCHANGEx,THE EXCHANGE,2584058.0,Restaurant,Risk 1 (High),71 S WACKER DR ,CHICAGO,ILxa,60606.0,11/13/2018,License,Pass
2233030,TORO SUSHI INC.,TORO SUSHI,1617746.0,Restaurant,Risk 1 (High),2546 N CLARK ST ,CHICAGO,IL,60614.0,11/09/2018,Canvass,No Entry
2240905,MUNNO,MUNNO,2423563.0,Restaurant,Risk 1 (High),4656 N Clark ST ,CHICAGO,IL,60640.0,11/09/2018,Canvass,No Entry
2233148,GODFATHER'S PIZZA,GODFATHER'S PIZZA,31520.0,Restaurant,Risk 1 (High),1265 W WILSON AVE ,CHICAGO,IL,60640.0,11/09/2018,Canvass,No Entry
2232994,RICE THAI CAFE,RICE THAI CAFE,2549172.0,Restaurant,Risk 1 (High),x6744 N SHERIDAN RD ,CHICAGO,IL,60626.0,11/09/2018,Canvass,Out of Business
2232915,UPTOWN PIZZA & BQ,UPTOWN PIZZA & BQ,3866.0,Restaurant,Risk 1 (High),1031 W WILSON AVE ,CHICAGO,IL,60640.0,11/07/2018,Canvass,Pass w/ Conditions
2232904,RICHARD'S BARx,RICHARD'S BAR,80209.0,Liquor,Risk 3 (Low),491 N MILWAUKEE AVE ,CHICAGO,IL,60654.0,11/07/2018,Complaint,No Entry
2232871,CAFE BLEU LLC,CAFE BLEU,2574900.0,Restaurant,Risk 2 (Medium),7224 N HARLEM AVE ,CHICAGO,ILxa,60631.0,11/06/2018,Canvass,Out of Business
2232783,AFC SUSHI @ WALGREEN'S #15281,AFC SUSHI @ WALGREEN'S,2299515.0,Restaurant,Risk 1 (High),2817 N CLARK ST ,CHICAGO,IL,60657.0,11/05/2018,Canvass,Out of Business
2232740,SAVE-A-LOT  #852,SAVE-A-LOT  #852,1145759.0,Grocery Store,Risk 2 (Medium),7240 S STONY ISLAND AVE ,CHICAGO,IL,60649.0,11/05/2018,Short Form Complaint,Pass
2232594,MJ FOOD MARKETx,MJ FOOD MARKET,2615708.0,Grocery Store,Risk 2 (Medium),x285 N PULASKI RD ,CHICAGO,IL,60624.0,10/31/2018,License,No Entry
2232575,FARAH MINI MARKET INC,FARAH MINI MARKET,2615749.0,Grocery Store,Risk 3 (Low),958 N CENTRAL PARK AVE ,CHICAGO,IL,60651.0,10/31/2018,License Re-Inspection,Pass
2232397,MIKKEY'S HYDE PARK,MIKKEY'S HYDE PARK,2631127.0,,All,x5319 S HYDE PARK BLVD ,CHICAGO,IL,60615.0,10/29/2018,License,Not Ready
2230160,QUICK CONNECTIONx,QUICK CONNECTION  (T1 B1),34223.0,Grocery Store,Risk 3 (Low),11601 W TOUHY AVE ,CHICAGO,IL,60666.0,10/23/2018,Canvass,Out of Business
2230098,SOMETHIN SWEET,SOMETHIN SWEET,2600397.0,Restaurant*,Risk 2 (Medium),4456 N KEDZIE AVE ,CHICAGO,IL,60625.0,10/23/2018,License,Not Ready
2229981,HAN 202x,HAN 202 CHINESE AND SEAFOOD,1959609.0,Restaurant,Risk 1 (High),605 W 31ST ST ,CHICAGO,ILxa,60616.0,10/19/2018,Canvass,No Entry
2234212,Mia's Cafe,Mia's Cafe,2342399.0,Restaurant,Risk 1 (High),4200 N Central AVE ,CHICAGO,IL,60634.0,10/16/2018,Canvass,Out of Businessee
2233212,MARTINI CLUB AT MANOR BOWLING & BILLIARD,MARTINI CLUB,1270793.0,Restaurant,Risk 1 (High),3124 N CENTRAL AVE ,CHICAGO,IL,60634.0,10/15/2018,Canvass,No Entry
2229674,PARKSHORE ESTATES NURSING,PARKSHORE ESTATES NURSING,2279002.0,Long Term Care,Risk 1 (High),6121-6125 S KENWOOD AVE ,CHICAGO,IL,60637.0,10/15/2018,Canvass,Fail
2229651,CHINATOWN MARKET INC.,CHINATOWN MARKET INC.,1444833.0,Grocery Store,Risk 2 (Medium),2121 S ARCHER AVE ,CHICAGO,IL,60616.0,10/15/2018,Canvass,Out of Business
2229798,PASTEUR OF CHICAGO,PASTEUR,2068942.0,Restaurant*,Risk 1 (High),5523-5525 N BROADWAY ,CHICAGO,IL,60640.0,10/15/2018,Canvass,No Entry
2229448,UNCLE JOE'S,UNCLE JOE'S,2446432.0,Restaurant,Risk 1 (High),4655 S DR MARTIN LUTHER KING JR DR ,CHICAGO,ILxa,60653.0,10/09/2018,Canvass,Out of Business
2229396,LAO SZE CHUAN UPTOWN,LAO SZE CHUAN,1514893.0,Restaurant,Risk 1 (High),4832 N BROADWAY ,CHICAGO,IL,60640.0,10/04/2018,Canvass,Out of Business
2229238,JIBARITOS ON HARLEM,JIBARITOS ON HARLEM,2595418.0,Restaurant,Risk 1 (High),3317-3319 N HARLEM AVE ,CHICAGO,IL,60634.0,10/02/2018,License Re-Inspection,Pass
2223133,FROYO CHICAGO CORPORATION,FROYO,2334343.0,Restaurant,Risk 2 (Medium),233 N MICHIGAN AVE ,CHICAGO,ILxa,60601.0,09/28/2018,Canvass,Out of Business
2223013,LEONA'S PIZZA,LEONA'S PIZZA,2616875.0,Restaurant,Risk 1 (High),x9156 S STONY ISLAND AVE ,CHICAGO,IL,60617.0,09/27/2018,License,Pass w/ Conditionsee
2223058,VIVO RESTAURANT,VIVO RESTAURANT,26877.0,Restaurant,Risk 1 (High),838 W RANDOLPH ST ,CHICAGO,IL,60607.0,09/27/2018,Canvass,No Entry
2222858,JESS CAFE,JESS CAFE,1817894.0,Restaurant,Risk 1 (High),5819 W BELMONT AVE ,CHICAGO,IL,60634.0,09/24/2018,Canvass,Out of Business
2222499,SEAFOOD JUNCTION,SEAFOOD JUNCTION,2501118.0,Restaurant,Risk 1 (High),6701 S DAMEN AVE ,CHICAGO,ILxa,60636.0,09/18/2018,Canvass,Out of Businessee
2222725,DENOVA FRESH MARKET,MARTHA'S FOOD MARKET,2517805.0,Grocery Store,Risk 3 (Low),4459 W DIVERSEY AVE ,CHICAGO,IL,60639.0,09/21/2018,Canvass,Out of Business
2222650,JOURNEY INTO FITNESS,JOURNEY INTO FITNESS,2391786.0,Restaurant,Risk 2 (Medium),3035-3037 W 111TH ST ST ,CHICAGO,IL,60655.0,09/20/2018,Canvass,Out of Business
2222603,MADAME DELLUC ARTISAN CHOCOLATIER,MADAME DELLUC ARTISAN CHOCOLATIER,2622967.0,Grocery Store,Risk 3 (Low),900 N MICHIGAN AVE ,CHICAGO,IL,60611.0,09/20/2018,License,Not Ready
2222588,TAQUERIA CHIMINO,BIRRERIA AGUSCALIENTES,2549956.0,Restaurant,Risk 1 (High),5245 W FULLERTON AVE ,CHICAGO,IL,60639.0,09/19/2018,Complaint,Pass w/ Conditions
2222489,"11 DINING, LLC",11 DINING,2559918.0,Restaurant,Risk 3 (Low),150 N RIVERSIDE PLZ ,CHICAGO,IL,60601.0,09/18/2018,License,Passee
2222463,MCDONALDS,MCDONALDS,2349545.0,Restaurant,Risk 2 (Medium),3241 W PETERSON AVE ,CHICAGO,IL,60659.0,09/18/2018,Complaint,Fail
2213953,HARRY CARAY'S SEVENTH INNING STRETCH,HARRY CARAY'S SEVENTH INNING,2307900.0,Restaurant,Risk 1 (High),835 N MICHIGAN AVE ,CHICAGO,IL,60611.0,09/06/2018,Canvass Re-Inspection,Pass
2222404,SU TAQUERIA EL REY DEL TACO,SU TAQUERIA EL REY DEL TACO,2293964.0,Restaurant,Risk 1 (High),7138-7140 N CLARK ST ,CHICAGO,IL,60626.0,09/14/2018,Complaint,Fail
2222293,DREAM DINNERS,DREAM DINNERS,2385310.0,Restaurant*,Risk 1 (High),740 N DAMEN AVE ,CHICAGO,IL,60622.0,09/13/2018,Canvass,Out of Business
2222273,7-ELEVEN #38183 H,7-ELEVEN,2602219.0,Grocery Store,Risk 2 (Medium),135 W MADISON ST ,CHICAGO,ILxa,60602.0,09/13/2018,License,Pass w/ Conditions
2222234,BERNIE'S,BERNIE'S,1802415.0,Restaurant*,Risk 1 (High),x3664 N CLARK ST ,CHICAGO,IL,60613.0,09/12/2018,Canvass,Fail
2222225,CHEZ SIMO,CHEZ SIMO,2246713.0,Restaurant,Risk 1 (High),1968 W LAWRENCE AVE ,CHICAGO,IL,60640.0,09/11/2018,Canvass,No Entryee
2214064,"BAKER MILLER, LLC","BAKER MILLER, LLC",2354630.0,Restaurant,Risk 2 (Medium),4610 N WESTERN AVE ,CHICAGO,IL,60625.0,09/07/2018,Canvass,Out of Business
2214052,CODA DI VOLPE,CODA DI VOLPE,2446245.0,Restaurant,Risk 1 (High),3335 N SOUTHPORT AVE ,CHICAGO,IL,60657.0,09/07/2018,Canvass,No Entry
2214017,MANIC MEATBALL ROSCOEx,MANIC MEATBALL ROSCOE,2617118.0,Restaurant,Risk 1 (High),2039 W ROSCOE ST ,CHICAGO,IL,60618.0,09/07/2018,License,Not Ready
2213816,CAFE MEDIA NOCHE,CAFE MEDIA NOCHE,2615557.0,Mobile Food Preparer,Risk 2 (Medium),2300 S THROOP ST ,CHICAGO,IL,60608.0,09/04/2018,License Re-Inspection,Pass
2213680,SBARROx,SBARRO,2583325.0,Restaurant*,Risk 1 (High),x5554 W FULLERTON AVE ,CHICAGO,IL,60639.0,08/30/2018,License,Not Readyee
2213541,SUBWAY,SUBWAY,2457878.0,Restaurant,Risk 1 (High),x3952 N SHERIDAN RD ,xCHICAGO,ILxa,60613.0,08/27/2018,Canvass,Pass w/ Conditions
2213416,OMAKASE YUME,OMAKASE YUME,2609091.0,Restaurant,Risk 3 (Low),651 W WASHINGTON BLVD ,CHICAGO,IL,60661.0,08/24/2018,License,Not Ready
2213320,FALCON FUELx,FALCON FUEL,2594590.0,Grocery Store*,Risk 3 (Low),7100-7114 S VINCENNES AVE ,CHICAGO,IL,60621.0,08/22/2018,Short Form Complaint,Pass w/ Conditions
2201197,CHICAGO ELITE,CHICAGO ELITE,2334648.0,Restaurant,Risk 1 (High),600 E GRAND AVE ,CHICAGO,IL,60611.0,08/20/2018,Canvass,Passee
2201147,JADE PALACE,JADE PALACE,2333768.0,Restaurant,Risk 1 (High),2551 S KEDZIE AVE ,CHICAGO,IL,60623.0,08/17/2018,Canvass,Fail
2200346,UNCLE REMUS CHICKEN,UNCLE REMUS CHICKEN,1765740.0,Restaurant,Risk 1 (High),4650 W NORTH AVE ,CHICAGO,IL,60639.0,07/31/2018,Canvass,Out of Business
2213306,LOST LAKE & THANK YOU CHINESE,LOST LAKE & THANK YOU CHINESE,2261729.0,Restaurant,Risk 1 (High),3152-3154 W DIVERSEY AVE ,CHICAGO,IL,60647.0,08/16/2018,Canvass,No Entry
2200998,EDGEWATER MEXICAN CAFEx,EDGEWATER MEXICAN CAFE,2615665.0,Restaurant,Risk 1 (High),1055 W BRYN MAWR AVE ,xCHICAGO,IL,60660.0,08/16/2018,License,Pass
2200969,EDDIE V'S WILD FISH,EDDIE V'S WILD FISH,2428608.0,Restaurant,Risk 1 (High),521 N RUSH ST ,CHICAGO,IL,60611.0,08/15/2018,Complaint Re-Inspection,Pass
2181793,SUBWAY,SUBWAY,1804587.0,Restaurant,Risk 1 (High),240 E 103RD ST ,CHICAGO,IL,60628.0,06/21/2018,Canvass Re-Inspection,Pass
2200788,SKYBOX ON SHEFFIELD,SKYBOX ON SHEFFIELD,2088316.0,ROOFTOP,Risk 2 (Medium),3627 N SHEFFIELD AVE ,CHICAGO,IL,60613.0,08/10/2018,Canvass,Out of Business
