name,streetAddress,city,state,zipCode,telephone,website,priceRange,categories,ratingValue,neighborhood
natural soul food,1444 W Martin Luther King Jr Blvd,Los Angeles,CA,90062,(323) 298-0005,https://www.grubhub.com/la/natural-soul-food,1,Soul Food Restaurants;Health Food Restaurants;American Restaurants;Caterers;Restaurants,4.5,King Estates;Congress North;South LA
boran thai restaurant,5401 Hollywood Blvd,Los Angeles,CA,90027,(323) 469-8883,http://www.thaipatio.menutoeat.com,0,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Bar & Grills;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,4,Los Feliz;Central LA;Greater Griffith Park
kagaya,418 E 2nd St,Los Angeles,CA,90012,(213) 617-1016,http://www.menuclub.com/californiarestaurantguide/losangelesrestaurants/kagayasuhirestaurant-6718.php,1,Japanese Restaurants;Family Style Restaurants;Bar & Grills;Asian Restaurants;Restaurants,4.5,Central LA;Historic Cultural;Little Tokyo
millie's cafe,3524 W Sunset Blvd,Los Angeles,CA,90026,(323) 664-0404,http://www.milliescafe.net,0,Family Style Restaurants;Breakfast Brunch & Lunch Restaurants;Bakeries;Latin American Restaurants;Mexican Restaurants;Restaurants,3.5,East LA;Silver Lake
blu jam cafe,7371 Melrose Ave,Los Angeles,CA,90046,(323) 951-9191,http://www.blujamcafe.com,1,Restaurants;American Restaurants;Breakfast Brunch & Lunch Restaurants;Coffee & Espresso Restaurants,5,Central LA;Mid-City West
the foundry on melrose,7465 Melrose Ave,Los Angeles,CA,90046,(323) 651-0915,http://www.thefoundryonmelrose.com,1,American Restaurants;French Restaurants;Restaurants,3.5,Central LA;Mid-City West
johnnies new york pizzeria,10251 Santa Monica Blvd,Los Angeles,CA,90067,(310) 553-1188,http://www.johnniesnypizza.com,0,Pizza;Caterers;Italian Restaurants;Family Style Restaurants;Restaurants,3,Westwood;West Los Angeles
rock sugar,10250 Santa Monica Blvd Ste 654,Los Angeles,CA,90067,(310) 552-9988,http://www.factual.com/b256eb08-1dfa-4dfa-a405-b34197adc17f;http://www.rocksugarpanasiankitchen.com,1,Asian Restaurants;Thai Restaurants;Vietnamese Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Mongolian Restaurants;Restaurants,3,Century City;West Los Angeles;Westside
sushi gen,422 E 2nd St,Los Angeles,CA,90012,(213) 617-0552,http://sushigen.org,1,Sushi Bars;Japanese Restaurants;Chinese Restaurants;Take Out Restaurants;Restaurants,4.5,Central LA;Historic Cultural;Civic Center - Little Tokyo;Downtown Los Angeles;Central La;Little Tokyo
osteria la buca,5210 Melrose Ave,Los Angeles,CA,90038,(323) 462-1900,http://osterialabuca.com,1,Italian Restaurants;Take Out Restaurants;Mediterranean Restaurants;Pasta;Pizza;Fine Dining Restaurants;Restaurant Delivery Service;Restaurants,4,Central LA;Hollywood Studio District
new moon,102 W 9th St,Los Angeles,CA,90015,(213) 624-0186,http://www.newmoonrestaurants.com,1,Chinese Restaurants;Caterers;Asian Restaurants;Family Style Restaurants;Restaurants,4,Central LA;Fashion District;Historic Core;Downtown Los Angeles;Central La
hatfield's,6703 Melrose Ave,Los Angeles,CA,90038,(323) 935-2977,http://www.hatfieldsrestaurant.com,1,American Restaurants;Caterers;French Restaurants;Fine Dining Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,4.5,Central LA;Central Hollywood
el arco iris restaurant,5684 York Blvd,Los Angeles,CA,90042,(323) 254-3401,http://www.elarcoiris.net,0,Latin American Restaurants;Mexican Restaurants;Family Style Restaurants;Take Out Restaurants;Caterers;Restaurants,4.5,Eagle Rock;East La;Highland Park;East LA
black dog coffee,5657 Wilshire Blvd Ste 150,Los Angeles,CA,90036,(323) 933-1976,http://www.blackdogcoffee.com;http://www.blackdogcoffee.com/content,0,Coffee Shops;Coffee & Espresso Restaurants;Take Out Restaurants;Caterers;Restaurants,2.5,Central LA;Mid-City West;Miracle Mile
pine & crane,1521 Griffith Park Blvd,Los Angeles,CA,90026,(323) 668-1128,http://www.pineandcrane.com,0,Restaurants;Asian Restaurants;Chinese Restaurants,4.5,Silver Lake;East LA
wp24,900 W Olympic Blvd,Los Angeles,CA,90015,(213) 743-8824,http://www.ritzcarlton.com/en/Properties/LosAngeles/Dining/wp24_by_wolfgang_puck/Default.htm,1,American Restaurants;Restaurants;Chinese Restaurants;Fine Dining Restaurants;Sushi Bars;Asian Restaurants,5,South Park;Downtown Los Angeles;Central LA
lukshon,3239 Helms Ave,Los Angeles,CA,90034,(310) 202-6808,http://www.lukshon.com,1,Asian Restaurants;Family Style Restaurants;Restaurants,3.5,Mcmanus;Palms;West Los Angeles;South Robertson
the gorbals,216 5th Street,Los Angeles,CA,90013,(213) 488-3408,http://www.thegorbalsla.com,0,Restaurants;American Restaurants,3.5,Central LA;Downtown Los Angeles;Gallery Row;Historic Downtown
jino's pars,5844 W Manchester Ave,Los Angeles,CA,90045,(310) 645-6666,http://www.jinosparsla.com;http://jinospars.com,1,Pizza;Italian Restaurants;Caterers;Take Out Restaurants;Sandwich Shops;Restaurants,2.5,Westchester;West Los Angeles;Westchester-Playa Del Rey
bella pita,960 Gayley Ave,Los Angeles,CA,90024,(310) 209-1050,http://www.bellapita.com,0,Sandwich Shops;Caterers;Italian Restaurants;Take Out Restaurants;Mediterranean Restaurants;Restaurants,4,Westwood North Village;Westwood;West Los Angeles
l a vegan,4507 S Centinela Ave,Los Angeles,CA,90066,(310) 574-9888,http://laveganthai.com,0,Vegetarian Restaurants;Vegan Restaurants;American Restaurants;Sandwich Shops;Thai Restaurants;Health Food Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,5,Marina del Rey;West Los Angeles
a food affair,1513 S Robertson Blvd,Los Angeles,CA,90035,(310) 557-9795,http://www.afoodaffair.com,1,French Restaurants;American Restaurants;Caterers;Restaurants,5,South Robertson;Beverlywood;West Los Angeles
sasabune sushi,12400 Wilshire Blvd # 100,Los Angeles,CA,90025,(310) 820-3596,http://sushisasabune.tumblr.com;http://trustmesushi.com,0,Sushi Bars;Japanese Restaurants;Bar & Grills;Asian Restaurants;Restaurants,4.5,West Los Angeles
roger abou malham roro's chicken,6660 W Sunset Blvd,Los Angeles,CA,90028,(323) 461-9999,http://roroschicken.com,0,Chicken Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurant Delivery Service;Caterers;Restaurants,4,Central LA;Central Hollywood
artisan house,600 S Main St,Los Angeles,CA,90014,(213) 622-6333,http://www.artisanhouse.net,1,Breakfast Brunch & Lunch Restaurants;Caterers;Take Out Restaurants;Sandwich Shops;Family Style Restaurants;Restaurant Delivery Service;Restaurants,4,Downtown Los Angeles;Fashion District;Central LA
fresh corn grill,1510 Westwood Blvd,Los Angeles,CA,90024,(310) 470-0414,http://www.freshcorngrill.com,0,Family Style Restaurants;Caterers;Take Out Restaurants;Health Food Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,4.5,Westwood;West Los Angeles
pomodoro trattoria,1393 Westwood Blvd,Los Angeles,CA,90024,(310) 445-9998,http://pomodorowestwood.com,1,Italian Restaurants;Caterers;Take Out Restaurants;Mediterranean Restaurants;Mexican Restaurants;Restaurants,4.5,Westwood;West Los Angeles
bucato restaurant,3280 Helms Ave,Los Angeles,CA,90034,(310) 876-0286,http://www.bucato.la,1,Mediterranean Restaurants;Italian Restaurants;Restaurants,4,West Los Angeles;South Robertson
poquito mas,2215 Westwood Blvd # C,Los Angeles,CA,90025,(310) 474-1998,http://www.poquitomas.com;http://tccu.org,0,Mexican Restaurants;American Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Caterers;Take Out Restaurants;Restaurants,4.5,West Los Angeles;Westside
javan restaurant,11500 Santa Monica Blvd,Los Angeles,CA,90025,(310) 207-5555,http://javanrestaurant.com;http://javanrestaurant.net,0,Middle Eastern Restaurants;Mediterranean Restaurants;Take Out Restaurants;Caterers;Family Style Restaurants;Restaurants,4,West Los Angeles
panini cafe -downtown,600 W 9th St,Los Angeles,CA,90015,(213) 489-4200,http://www.mypaninicafe.com,0,Sandwich Shops;Caterers;Mediterranean Restaurants;Take Out Restaurants;Delicatessens;Breakfast Brunch & Lunch Restaurants;Coffee Shops;Restaurants,3.5,South Park;Central LA;Downtown Los Angeles
stan's donuts,10948 Weyburn Ave,Los Angeles,CA,90024,(310) 208-8660,http://www.stansdoughnuts.com,1,Donut Shops;Bakeries;Dessert Restaurants;Ice Cream & Frozen Desserts;Restaurants,4.5,Westwood Village;Westwood;West Los Angeles
ivy restaurant,113 N Robertson Blvd,Los Angeles,CA,90048,(310) 274-8303,http://www.theivyrestaurant.com,1,American Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,3.5,Central LA;Beverly Center;Central La;Mid-City West
denny's,1060 Tiverton Ave,Los Angeles,CA,90024,(310) 443-7690,http://locations.dennys.com/CA/WESTWOOD/247328,0,American Restaurants;Hamburgers & Hot Dogs;Breakfast Brunch & Lunch Restaurants;Restaurants;Family Style Restaurants,3.5,Westwood;West Los Angeles;Westwood Village
vintage enoteca,7554 W Sunset Blvd,Los Angeles,CA,90046,(323) 512-5278,http://www.vintageenoteca.com,1,Coffee & Espresso Restaurants;Coffee & Tea;Bars;Coffee Shops;Italian Restaurants;Take Out Restaurants;Restaurants,4,Central LA;Hollywood Hills West
cafe los feliz,3207 Los Feliz Blvd,Los Angeles,CA,90039,(323) 661-2355,http://www.losfelizcafe.com,0,American Restaurants;Restaurants;Cafeterias;Breakfast Brunch & Lunch Restaurants;Coffee & Espresso Restaurants;Coffee Shops,4.5,East LA;North Atwater;Atwater Village
bento ya,317 S Broadway,Los Angeles,CA,90013,(213) 687-0237,http://www.bento-ya.net,0,Japanese Restaurants;Take Out Restaurants;Restaurants,4,Historic Core;Downtown Los Angeles;Central La;Central LA;Historic Downtown
the dragon restaurant,966 S Vermont Ave,Los Angeles,CA,90006,(213) 387-8833,http://www.thedragonla.com,1,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Family Style Restaurants;Restaurants,4.5,Wilshire Center - Koreatown;Central LA
kruang tedd thai & sushi cuisine,5151 Hollywood Blvd,Los Angeles,CA,90027,(323) 667-9800,http://www.kruangtedd.com;http://kruangteddla.com,0,Thai Restaurants;Japanese Restaurants;Sushi Bars;Asian Restaurants;Caterers;Restaurants,4,Los Feliz;Central LA;Greater Griffith Park
el chavo restaurant,4441 W Sunset Blvd,Los Angeles,CA,90027,(323) 664-0871,http://www.elchavorestaurant.com,0,Family Style Restaurants;Take Out Restaurants;Latin American Restaurants;Mexican Restaurants;Bars;Restaurants,3.5,Central LA;Greater Griffith Park;Los Feliz;Central La
cru,1521 Griffith Park Blvd,Los Angeles,CA,90026,(323) 667-1551,http://www.crusilverlake.com,1,Chinese Restaurants;Asian Restaurants;Restaurants,5,Silver Lake;East LA
denny's,635 S Vermont Ave,Los Angeles,CA,90005,(213) 386-3427,http://locations.dennys.com/CA/LOS-ANGELES/200149,0,American Restaurants;Hamburgers & Hot Dogs;Breakfast Brunch & Lunch Restaurants;Restaurants;Family Style Restaurants,2,Wilshire Center - Koreatown;Central LA
phoenix inn chinese cuisine,301 Ord St,Los Angeles,CA,90012,(213) 629-2812,http://www.phoenixfoodboutique.com,0,Chinese Restaurants;Caterers;Take Out Restaurants;Family Style Restaurants;Asian Restaurants;Restaurants,4.5,Chinatown;Central LA;Historic Cultural
palm tree la,3240 Wilshire Blvd Fl 4,Los Angeles,CA,90010,(213) 381-3388,http://www.palmtree-la.com,1,Korean Restaurants;Asian Restaurants;Restaurants,5,Central LA;Wilshire Center - Koreatown;Central La;Mid-Wilshire
tong sing chinese restaurant,305 N Soto St,Los Angeles,CA,90033,(323) 266-0133,http://www.tongsingla.com;http://tongsinglosangeles.com,0,Chinese Restaurants;Take Out Restaurants;Caterers;Asian Restaurants;Restaurants,4,East LA;Boyle Heights
coral tree cafe,11645 San Vicente Blvd,Los Angeles,CA,90049,(310) 979-8733,http://www.coraltreecafe.com,1,American Restaurants;Breakfast Brunch & Lunch Restaurants;Vegetarian Restaurants;Coffee & Espresso Restaurants;Bakeries;Caterers;Coffee Shops;Bagels;Take Out Restaurants;Delicatessens;Restaurants,3.5,West Los Angeles;Brentwood
little ethiopia restaurant,1048 S Fairfax Ave,Los Angeles,CA,90019,(323) 930-2808,http://www.littleethiopiarestaurants.com,0,Vegetarian Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Health Food Restaurants;Middle Eastern Restaurants;Take Out Restaurants;Caterers;Restaurants,3.5,Mid City;Central La;Mid-Wilshire;Central LA;Carthay Square;PICO
blue plate oysterette,8048 W 3rd St,Los Angeles,CA,90048,(323) 656-5474,http://blueplatesantamonica.com,1,Seafood Restaurants;Fine Dining Restaurants;Restaurants,4,Central LA;Mid-City West
qusqo bistro and gallery,11633 Santa Monica Blvd,Los Angeles,CA,90025,(310) 312-3800,http://www.qusqo.com,1,Breakfast Brunch & Lunch Restaurants;Caterers;Cuban Restaurants;Continental Restaurants;Take Out Restaurants;Restaurants,4,West Los Angeles
india's oven,1896 Westwood Blvd,Los Angeles,CA,90025,(310) 475-3900,http://www.indiasovenla.com;http://newindiasoven.com,0,Indian Restaurants;Middle Eastern Restaurants;Asian Restaurants;Vegetarian Restaurants;Health Food Restaurants;Take Out Restaurants;Caterers;Restaurants,3,Westside;West Los Angeles
industriel,609 S Grand Ave,Los Angeles,CA,90017,(213) 488-8020,http://www.industrielfarm.com;http://industrialrestaurant.net,1,American Restaurants;Restaurants;French Restaurants,5,Downtown Los Angeles;Financial District;Central LA
cafe dahab,1638 -1640 Sawtelle Blvd,Los Angeles,CA,90025,(310) 444-0969,http://www.cafedahab.com,1,Coffee Shops;Caterers;Breakfast Brunch & Lunch Restaurants;Cafeterias;Take Out Restaurants;Restaurants,2,West Los Angeles
thai fresh,1771 Westwood Blvd,Los Angeles,CA,90024,(310) 478-1345,http://www.thaifreshcafe.com;http://thai-fresh.com,0,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,1.5,Westwood;West Los Angeles
milk,7290 Beverly Blvd,Los Angeles,CA,90036,(323) 939-6455,http://www.themilkshop.com,1,Bakeries;Restaurants;Ice Cream & Frozen Desserts;Family Style Restaurants;Breakfast Brunch & Lunch Restaurants;Coffee Shops;Dessert Restaurants,4.5,Central LA;Mid-City West
kt restaurant,5151 Hollywood Blvd,Los Angeles,CA,90027,(323) 667-9800,http://www.kruangtedd.com,0,Thai Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,3.5,Central LA;Los Feliz;Greater Griffith Park
king taco,2904 N Broadway,Los Angeles,CA,90031,(323) 222-8500,http://www.kingtaco.com,0,Restaurants;Mexican Restaurants;Family Style Restaurants,3.5,Lincoln Heights;East LA
pa ord noodles,5301 W Sunset Blvd Ste 8,Los Angeles,CA,90027,(323) 461-3945,http://paordnoodle.menutoeat.com,0,Asian Restaurants;Thai Restaurants;Take Out Restaurants;Restaurants,4,Central LA;Little Armenia;East Hollywood
don antonio's,11755 W Pico Blvd,Los Angeles,CA,90064,(310) 312-2090,http://donantonios.com;http://donantoniosla.com,0,Mexican Restaurants;Latin American Restaurants;Take Out Restaurants;Bar & Grills;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,3.5,West Los Angeles
sushi central,3500 Overland Ave,Los Angeles,CA,90034,(310) 202-6866,http://www.sushi-central.net,1,Sushi Bars;Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,5,Palms;West Los Angeles
the palace,2112 Hillhurst Ave,Los Angeles,CA,90027,(323) 667-1595,http://www.thepalaceca.com,0,Chinese Restaurants;Caterers;Take Out Restaurants;Family Style Restaurants;Asian Restaurants;Restaurants,3.5,Central LA;Greater Griffith Park;Los Feliz
thyme american bistro,8611 Truxton Ave,Los Angeles,CA,90045,(310) 417-8789,http://www.truxtonsamericanbistro.com,1,American Restaurants;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Caterers;Bar & Grills;Family Style Restaurants;Restaurant Delivery Service;Pizza;Sandwich Shops;Vegetarian Restaurants;Hamburgers & Hot Dogs;Health Food Restaurants;Continental Restaurants;Restaurants,3.5,Westchester-Playa Del Rey;Westchester;West Los Angeles
fish grill,7226 Beverly Blvd,Los Angeles,CA,90036,(323) 937-7162,http://www.fishgrill.com,0,Seafood Restaurants;Bar & Grills;Take Out Restaurants;Caterers;Family Style Restaurants;Restaurants,4.5,Central LA;Mid-City West
the main course,10509 W Pico Blvd,Los Angeles,CA,90064,(310) 475-7564,http://www.themaincourse.biz;http://themaincourse.us,1,Family Style Restaurants;Fine Dining Restaurants;Take Out Restaurants;Home Cooking Restaurants;Caterers;Health Food Restaurants;Sandwich Shops;Breakfast Brunch & Lunch Restaurants;Health & Diet Food Products;Delicatessens;Restaurants,4,West Los Angeles;Westside
guelaguetza restaurant,3014 W Olympic Blvd,Los Angeles,CA,90006,(213) 427-0608,http://www.ilovemole.com;http://guelaguetzarestaurante.com,1,Restaurants;Caterers;Taverns;Family Style Restaurants;Breakfast Brunch & Lunch Restaurants;Bars;Mexican Restaurants;Latin American Restaurants,4.5,Central LA;Wilshire Center - Koreatown
kim chuy restaurant,727 N Broadway # 103,Los Angeles,CA,90012,(213) 687-7215,http://www.kimchuy.com,0,Asian Restaurants;Take Out Restaurants;Caterers;Family Style Restaurants;Vietnamese Restaurants;Chinese Restaurants;Restaurants,4,Chinatown;Central LA;Historic Cultural
m grill,3832 Wilshire Blvd #202,Los Angeles,CA,90010,(213) 389-2770,http://www.mgrill.com;http://m-grill.com,1,Brazilian Restaurants;Restaurants;Steak Houses;Buffet Restaurants,4.5,Wilshire Center - Koreatown;Central LA
happy tom's restaurant,1807 W Sunset Blvd,Los Angeles,CA,90026,(213) 483-7077,http://rodeomexicangrill.com,0,American Restaurants;Take Out Restaurants;Caterers;Latin American Restaurants;Mexican Restaurants;Family Style Restaurants;Hamburgers & Hot Dogs;Restaurants,5,East LA;Greater Echo Park Elysian
palermo italian restaurant,1858 N Vermont Ave,Los Angeles,CA,90027,(323) 663-1430,http://www.palermorestaurant.net/,1,Italian Restaurants;Pizza;Restaurants,4,Central LA;Greater Griffith Park;Los Feliz
melrose cafe,5003 Melrose Ave,Los Angeles,CA,90038,(323) 461-0077,http://www.melrose-cafe.com;http://melrosetravel.com,0,Cafeterias;Caterers;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Restaurants,5,Hollywood;Central La;Central LA;Hollywood Studio District
pimai restaurant,5833 Franklin Ave,Los Angeles,CA,90028,(323) 461-7841,http://www.pimaithai.com;http://pimairestaurant.com,0,Thai Restaurants;Family Style Restaurants;Asian Restaurants;Vegetarian Restaurants;Health Food Restaurants;Restaurants,4,Central LA;Hollywood United
denny's,3750 Wilshire Blvd,Los Angeles,CA,90010,(213) 384-1621,http://locations.dennys.com/CA/LOS-ANGELES/246865,0,American Restaurants;Hamburgers & Hot Dogs;Breakfast Brunch & Lunch Restaurants;Restaurants;Family Style Restaurants,3,Central LA;Wilshire Center - Koreatown
palmeri ristorante,11650 San Vicente Blvd,Los Angeles,CA,90049,(310) 442-8446,http://www.palmeriristorante.com;http://palmeriristorantespa.com,1,Italian Restaurants;Caterers;Mediterranean Restaurants;Bar & Grills;Take Out Restaurants;Restaurants,4,West Los Angeles;Brentwood
takao,11656 San Vicente Blvd,Los Angeles,CA,90049,(310) 207-8636,http://www.takaobrentwood.com,1,Japanese Restaurants;Sushi Bars;Asian Restaurants;Take Out Restaurants;Restaurants,4.5,Brentwood;West Los Angeles
tanino restaurant,1043 Westwood Blvd,Los Angeles,CA,90024,(310) 208-0444,http://www.tanino.com,1,Italian Restaurants;Mediterranean Restaurants;Family Style Restaurants;Take Out Restaurants;Caterers;Restaurants,4,Westwood Village;Westwood;West Los Angeles
nick's cafe,1300 N Spring St,Los Angeles,CA,90012,(323) 222-1450,http://www.nickscafela.com;http://nickscafe.com,0,American Restaurants;Delicatessens;Breakfast Brunch & Lunch Restaurants;Sandwich Shops;Hamburgers & Hot Dogs;Take Out Restaurants;Coffee Shops;Restaurants,5,Central LA;Historic Cultural;Mission Junction
the black cat,3909 W Sunset Blvd,Los Angeles,CA,90029,(323) 661-6369,http://www.theblackcatla.com,1,Seafood Restaurants;Restaurants,4.5,Silver Lake;East LA
schwartz bakery,433 N Fairfax Ave,Los Angeles,CA,90036,(323) 653-1683,http://www.schwartzbakeryla.com;http://schwartzbakery.net,0,Sandwich Shops;Caterers;Delicatessens;Bagels;Coffee Shops;Mexican Restaurants;Dessert Restaurants;American Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,2.5,Central LA;Mid-City West
the original pantry cafe,877 S Figueroa St,Los Angeles,CA,90017,(213) 972-9279,http://www.pantrycafe.com,1,Restaurants;American Restaurants;Breakfast Brunch & Lunch Restaurants,3.5,Downtown Los Angeles;Central LA;South Park
katsuya - brentwood,11777 San Vicente Blvd Ste 120,Los Angeles,CA,90049,(310) 207-8744,http://www.sbe.com/katsuya,1,Restaurants;Japanese Restaurants,4,West Los Angeles;Brentwood
yard house,800 W Olympic Blvd,Los Angeles,CA,90015,(213) 745-9273,http://www.yardhouse.com,0,Restaurants;American Restaurants;Sports Bars,3,South Park;Downtown Los Angeles;Central LA
pamore pizza,2190 W Washington Blvd,Los Angeles,CA,90018,(323) 766-8868,http://www.pamorepizza.com;http://www.pizzapronto.com,0,Pizza;Take Out Restaurants;Caterers;Italian Restaurants;Restaurants,4,Harvard Heights;South LA;UNNC
senor fish,422 E 1st St,Los Angeles,CA,90012,(213) 625-0566,http://www.senorfish.net,0,Mexican Restaurants;Restaurants;Caterers,4.5,Central LA;Historic Cultural;Little Tokyo
house of thai taste,12824 Venice Blvd,Los Angeles,CA,90066,(310) 915-0123,http://www.thaitastecuisine.com;http://houseofthaitaste.com,0,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,5,Mar Vista;West Los Angeles
kimu katsu,2121 Sawtelle Blvd,Los Angeles,CA,90025,(310) 477-1129,http://www.kimukatsu.com/kimukatsu_eng,1,Japanese Restaurants;Restaurants,4,West Los Angeles
vinoteque,7469 Melrose Ave,Los Angeles,CA,90046,(310) 860-6060,http://www.vinotequeonmelrose.com,0,Restaurants;Family Style Restaurants;Mediterranean Restaurants;Farmers Market;Wine Bars;Tapas,3,Central LA;Mid-City West
china bowl express,4134 Crenshaw Blvd,Los Angeles,CA,90008,(323) 296-1658,http://chinabowlexpress.com;http://chinaexpresstysons.com,0,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,2.5,Congress West;Crenshaw;South LA
mao's kitchen,7315 Melrose Ave,Los Angeles,CA,90046,(323) 932-9681,http://www.maoskitchen.com,0,Chinese Restaurants;Asian Restaurants;American Restaurants;Take Out Restaurants;Caterers;Family Style Restaurants;Restaurant Delivery Service;Restaurants,3.5,Central LA;Mid-City West
palm restaurant,1100 S Flower St,Los Angeles,CA,90015,(213) 763-4600,http://www.thepalm.com,1,Steak Houses;Restaurants;Italian Restaurants,3.5,South Park;Downtown Los Angeles;Central LA
cube marketplace & cafe,615 N La Brea Ave,Los Angeles,CA,90036,(323) 939-1148,Email Business,1,Coffee Shops;Italian Restaurants;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Restaurants,4,Central LA;Mid-City West
cafe glace,1441 Westwood Blvd,Los Angeles,CA,90024,(310) 478-8080,http://www.cafe-glace.com,0,Coffee Shops;Caterers;Sandwich Shops;Coffee & Espresso Restaurants;Take Out Restaurants;Coffee & Tea;American Restaurants;Restaurants,5,Westwood;West Los Angeles
oops! sushi & sake bar,11670 Gateway Blvd,Los Angeles,CA,90064,(310) 478-8991,http://www.oopssushi.com,0,Sushi Bars;Asian Restaurants;Japanese Restaurants;Bar & Grills;Take Out Restaurants;Caterers;Restaurants,5,Mar Vista;West Los Angeles;North Westdale
jar restaurant inc,8225 Beverly Blvd,Los Angeles,CA,90048,(323) 655-6566,http://www.thejar.com,1,Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Take Out Restaurants;Seafood Restaurants;American Restaurants;Restaurants,3.5,Central LA;Mid-City West
trimana grill restaurant,6246 Wilshire Blvd,Los Angeles,CA,90048,(323) 933-4080,http://www.trimana.com;Web Site,0,Health Food Restaurants;Family Style Restaurants;Sandwich Shops;Take Out Restaurants;Restaurants,5,Central LA;Mid-City West
mandarin chateau restaurant,970 N Broadway Ste 114,Los Angeles,CA,90012,(213) 625-1195,http://www.mandarinchateaurestaurant.com,0,Chinese Restaurants;Caterers;Asian Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,5,Central LA;Historic Cultural;Chinatown
el carmen restaurant,8138 W 3rd St,Los Angeles,CA,90048,(323) 852-1552,http://www.elcarmenla.com;http://committedinc.com;http://www.elcarmenrestaurant.com,1,Delicatessens;Bars;Take Out Restaurants;Family Style Restaurants;Restaurants,4,Mid-City West;Central LA
locanda veneta,8638 W 3rd St,Los Angeles,CA,90048,(310) 274-1893,http://www.locandaveneta.net,1,Italian Restaurants;Mediterranean Restaurants;Take Out Restaurants;Caterers;Restaurants,4,Mid-City West;Central LA
the york,5018 York Blvd,Los Angeles,CA,90042,(323) 255-9675,http://www.theyorkonyork.com,1,Hamburgers & Hot Dogs;Brew Pubs;Restaurants,3.5,Highland Park;East LA
denny's,530 Ramirez St,Los Angeles,CA,90012,(213) 624-6376,http://locations.dennys.com/CA/LOS-ANGELES/246231,0,American Restaurants;Hamburgers & Hot Dogs;Breakfast Brunch & Lunch Restaurants;Restaurants;Family Style Restaurants,4,Central LA;Historic Cultural;Mission Junction
sal's vienna cafe,7356 Melrose Ave,Los Angeles,CA,90046,(323) 651-3822,http://www.viennacafe.com,0,Family Style Restaurants;Caterers;Italian Restaurants;Mediterranean Restaurants;Breakfast Brunch & Lunch Restaurants;French Restaurants;Restaurants,4.5,Central LA;Mid-City West;Melrose;Central La
harold & bell's restaurant,2920 W Jefferson Blvd,Los Angeles,CA,90018,(323) 735-9023,http://www.haroldandbellesrestaurant.com,1,Creole & Cajun Restaurants;Hamburgers & Hot Dogs;Soul Food Restaurants;Caterers;Family Style Restaurants;Take Out Restaurants;Restaurants,4,South LA;Jefferson Park;UNNC
hurry curry,12825 Venice Blvd,Los Angeles,CA,90066,(310) 398-2948,http://hurrycurry.com,0,Indian Restaurants;Fast Food Restaurants;Restaurants,3.5,Mar Vista;West Los Angeles
india's oven,11645 Wilshire Blvd,Los Angeles,CA,90025,(310) 207-5522,http://indiasovenwilshirela.com,1,Indian Restaurants;Take Out Restaurants;Caterers;Middle Eastern Restaurants;Asian Restaurants;Family Style Restaurants;Vegetarian Restaurants;Health Food Restaurants;Restaurants,3.5,West Los Angeles;Brentwood
asakuma sushi delivery,11769 Santa Monica Blvd,Los Angeles,CA,90025,(310) 473-8990,http://www.asakuma.com,1,Sushi Bars;Take Out Restaurants;Caterers;Japanese Restaurants;Asian Restaurants;Chinese Restaurants;Restaurants,4,West Los Angeles
agra cafe,4325 W Sunset Blvd,Los Angeles,CA,90029,(323) 665-7818,http://www.agracafeonline.com,0,Indian Restaurants;Caterers;Middle Eastern Restaurants;Asian Restaurants;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Restaurants,4.5,Greater Griffith Park;Central LA
la serenata de garibaldi,1842 E 1st St,Los Angeles,CA,90033,(323) 265-2887,http://www.laserenataonline.com,1,Mexican Restaurants;Caterers;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Seafood Restaurants;Latin American Restaurants;Restaurants,4,East LA;Boyle Heights
